id,title,avg_rate,geek_rate,num_votes
28623,Rekkakuskit,3.60,N/A,10
28624,Roll-Ralli,N/A,N/A,N/A
28625,UCSD-opoly,3.00,N/A,1
28626,Legends of the Ancient World: Wolves on the Rhine,5.92,N/A,13
28627,1644,6.50,N/A,2
28628,Mare Nostrum,7.42,N/A,20
28629,Forlorn Hope,6.43,N/A,7
28630,Black Pawn Trucking,6.75,N/A,4
28631,Happily Ever After Card Game,4.75,N/A,4
28632,Memorise,N/A,N/A,N/A
28633,Maxwell: The Game,2.25,N/A,4
28634,Matchday,5.50,N/A,2
28635,Match and Move,4.17,N/A,3
28636,Marenko: The Phrase Game,6.00,N/A,1
28637,Maindealer,6.33,N/A,3
28638,Monopoly: German,5.14,N/A,17
28639,Château: Vinspelet,4.00,N/A,1
28640,Pop-Cones,N/A,N/A,N/A
28641,Photo-opoly,6.33,N/A,3
28642,Fishin'-opoly,4.03,N/A,3
28643,Farm-opoly,4.50,N/A,2
28644,DIY-opoly,N/A,N/A,N/A
28645,Bookopoly,3.75,N/A,4
28646,Rodeo-opoly,8.00,N/A,1
28647,Maatilapeli,4.41,N/A,11
28649,Bug-opoly,5.30,N/A,5
28650,The Transformers Game,4.10,N/A,20
28651,Splurge,N/A,N/A,N/A
28652,"Task Force 421 (Iran-Iraq naval war, 1980)",7.38,N/A,4
28653,Dien Bien Phu: Trenches in the Tropics,6.33,N/A,3
28654,Say Cheese,3.00,N/A,1
28655,Juneau-Opoly,2.00,N/A,1
28656,Operation Husky (1943),4.33,N/A,3
28657,Sensuikan: Eastern Solomons Sept 1942,5.25,N/A,2
28658,The First Battle of Alamein: July 1st to 27th 1942,N/A,N/A,N/A
28659,Suomussalmi,4.00,N/A,1
28660,Another Glorious First of June? Jutland 1916,N/A,N/A,N/A
28661,1st Manassas: 21st July 1861,N/A,N/A,N/A
28662,DGA TV,5.00,N/A,1
28663,"Austerlitz, 2 December 1805",6.00,N/A,1
28664,1847:  Road to Mexico City,N/A,N/A,N/A
28665,Dodge Bowl,8.00,N/A,1
28666,Globe Trotting,6.00,N/A,1
28667,Personality Probe...?,N/A,N/A,N/A
28668,The Battle of the Nile,8.00,N/A,1
28669,Westminster Abbey or Glorious Victory!,N/A,N/A,N/A
28670,Whigs & Scalps,6.00,N/A,2
28671,Clash of Empires: Magnesia 190BC,N/A,N/A,N/A
28672,"Gladius et Sarissa:  Cynoscephalae, 197 BC",N/A,N/A,N/A
28673,Savana,5.59,N/A,15
28675,Going Underground: Zoo Edition,4.80,N/A,5
28676,Wall Street Junior,6.69,N/A,7
28677,Quick & Dirty,6.00,N/A,1
28679,Judkins shogi,7.79,N/A,7
28680,ATS: Tobruk Gamers Guide,6.50,N/A,9
28681,Warmachine Prime Remix,8.02,5.821,147
28682,Combat Commander: Battle Pack #1 – Paratroopers,8.28,6.562,557
28683,Colpo grosso a Topolinia,6.25,N/A,8
28684,Yamodo!,4.38,N/A,12
28685,What's Wild?!,5.79,N/A,12
28686,Knights and Knaves,6.50,N/A,4
28688,OPORD,5.50,N/A,2
28689,Princess Sleeping Beauty,5.17,N/A,6
28690,Caçada ao Tesouro,4.00,N/A,1
28691,Warhammer Armies: Army Books,6.67,5.685,179
28693,Triagonal,6.00,N/A,8
28694,Day of the Rangers (Mogadishu 1993),5.33,N/A,3
28695,"When Hell Froze Over (Stalingrad, 1942)",N/A,N/A,N/A
28696,BattleFront,6.67,N/A,3
28697,StarWars DogFight,7.25,N/A,4
28698,Stellar Poker,7.00,N/A,1
28700,Jobber,6.30,N/A,5
28701,Tee Off! Das Golf-Brettspiel,2.78,N/A,5
28702,Federation Commander: Academy,7.42,N/A,18
28703,O Guerreiro,4.50,N/A,2
28704,Final Demand,4.00,N/A,2
28706,Dungeons and Patterns,N/A,N/A,N/A
28707,Jewel of Truth,1.00,N/A,1
28708,Piratas del Caribe,N/A,N/A,N/A
28709,To Be Continued... by Gaslight,7.33,N/A,3
28710,Starship Troopers Evolution,5.70,N/A,5
28711,Peter Pan's Adventure Land Board Game,N/A,N/A,N/A
28712,Paths and Burrows (The World of Beatrix Potter),5.07,N/A,7
28713,Minnesotaopoly,2.00,N/A,1
28714,The New Avengers Board Game,3.67,N/A,3
28715,PanzerTruppe,5.33,N/A,3
28716,Ben 10 Collectable Card Game,4.75,N/A,4
28719,Murder Mystery Party:  Murder by Magic,N/A,N/A,N/A
28721,Battlestations: The Planet of Dr. Moreau,6.99,5.556,41
28724,Dragon Bones,7.20,N/A,5
28725,The Gargoyle: Death Soldiers of the Jade Hood,7.67,N/A,3
28726,German Rails,7.10,N/A,12
28727,African Rails,7.19,N/A,8
28728,Inheritance,N/A,N/A,N/A
28729,Het Grote Ronde van Vlaanderen Spel,5.57,N/A,17
28730,Laerad,N/A,N/A,N/A
28731,Wildcat Soccer,N/A,N/A,N/A
28732,BattleTech: Solaris VII – The Game World,7.22,5.607,58
28733,"The American Civil War by Gaslight, Part I:1861-63",5.67,N/A,3
28734,Zombies!!! 6: Six Feet Under,6.36,5.777,490
28735,Captain Scarlet Game,4.50,N/A,7
28736,Office Gossip,5.50,N/A,2
28737,Amen! Game,N/A,N/A,N/A
28740,Djarhun,7.75,N/A,8
28741,TV Week TV Trivia Board game,N/A,N/A,N/A
28742,Why Not?,5.75,N/A,4
28743,Stilbruch,N/A,N/A,N/A
28744,Le Négocio,5.50,N/A,2
28745,Warrior Dice,6.83,N/A,6
28746,WarFair,N/A,N/A,N/A
28747,Transformers Skirmish,6.50,N/A,1
28748,Tournament,5.00,N/A,1
28749,Thermopylae,6.00,N/A,2
28750,Ships of the Line,7.00,N/A,1
28751,Bonk! The Game of Naughty Words,6.00,N/A,1
28752,Atomic Business,5.25,N/A,12
28753,Caribé,6.67,N/A,3
28756,Dungeonrunner,5.50,N/A,2
28757,Des thunes et des urnes,5.45,N/A,12
28759,Dead Pan,8.00,N/A,1
28760,Phantom Ball,N/A,N/A,N/A
28761,Murder at the Four Deuces,7.67,N/A,3
28762,Hansa: Changing Winds,7.23,5.632,73
28763,"New Orleans, 1815",7.50,N/A,2
28764,Sa'vant,N/A,N/A,N/A
28765,The Colonists of Natick,5.82,N/A,11
28766,"Take Off, Eh!",7.00,N/A,1
28767,Equalz,4.00,N/A,3
28768,Bay of Pigs,5.12,N/A,4
28771,Teletubbies Colorforms Stick-On Game,N/A,N/A,N/A
28772,Castile,N/A,N/A,N/A
28773,Barbie Miss Lively Livin,N/A,N/A,N/A
28774,Cazaurio (CCG),6.00,N/A,1
28775,Frontier: Blood on the Plains,7.47,N/A,19
28776,Unternehmung 25: V-Mail Postcard Game #2,5.56,N/A,19
28777,Karamo,5.00,N/A,2
28778,Rhino Rush,2.00,N/A,1
28779,Down In Flames: Kuban Bridgehead,7.63,N/A,11
28780,Starslavers,N/A,N/A,N/A
28782,Spin To Win Game,5.80,N/A,5
28783,Brain Quest Know the States! Geography Game,6.00,N/A,1
28784,Battlefield,5.84,N/A,8
28785,Monty's Maze,5.67,N/A,6
28786,Ready Fence,5.50,N/A,2
28787,Phoenician Sea Trader,7.50,N/A,2
28788,Naval Duel,7.00,N/A,1
28790,Lions and Gladiators,5.50,N/A,2
28791,Jerusalem 70AD,6.50,N/A,2
28792,Javelin,6.00,N/A,2
28793,Hippomania,6.50,N/A,2
28794,Grand Tour,6.00,N/A,1
28795,Gallic Wars,6.67,N/A,3
28796,Bees,7.00,N/A,3
28797,Zoodoku,2.00,N/A,2
28798,Farkel & More,4.25,N/A,8
28799,Whistling Wizard,N/A,N/A,N/A
28800,Red Star / Blue Sky,7.00,N/A,1
28801,Jack the Ripper: The game you play before the game,6.00,N/A,1
28802,Dracula: The game to play before the game,3.50,N/A,2
28803,I Spy,4.00,N/A,1
28806,"Age of Steam Expansion: Mexico, Spain/Portugal",7.58,5.609,46
28807,Verdict,N/A,N/A,N/A
28808,Tee Off,N/A,N/A,N/A
28809,Sure Shot Hockey,5.83,N/A,7
28810,The Hidden Kingdom,N/A,N/A,N/A
28811,Las Vegas Style Casino Slot Dice Game,3.00,N/A,1
28812,Perilous Encounters,6.20,N/A,5
28813,Monopoly: My American Idol Edition,4.00,N/A,4
28814,"Monopoly: I Love Lucy ""California, Here We Come""",5.67,N/A,3
28815,Pope Joan,5.81,N/A,8
28816,Pròxima Obertura,6.02,N/A,24
28818,The Ultimate TV Trivia Game,3.75,N/A,4
28819,Kids Battle the Grown-Ups Card Game,N/A,N/A,N/A
28820,Snakepit,2.67,N/A,6
28821,Zoob The Game,3.25,N/A,4
28822,The Ogaden War: Ethiopia versus Somalia 1977-78,N/A,N/A,N/A
28823,The Wiggles Card Game,N/A,N/A,N/A
28824,Murder Mystery Party: Murder on Misty Island,5.25,N/A,4
28825,Strawberry Shortcake Stick-Ons Game,N/A,N/A,N/A
28826,They Died For Glory,6.25,N/A,4
28827,Mekong Vietnam,5.00,N/A,3
28830,Monopoly: Berkshire Hathaway Diamond,4.00,N/A,4
28831,Infanteria,5.34,N/A,9
28832,Lifeline,4.75,N/A,2
28833,Ironside Game,N/A,N/A,N/A
28835,Quadominoes,4.44,N/A,4
28836,Fraction Mania,4.00,N/A,1
28837,Munnrapp,N/A,N/A,N/A
28838,Bleach TCG,6.40,N/A,15
28839,Dolls,N/A,N/A,N/A
28840,Orgy,N/A,N/A,N/A
28841,Jamb,6.00,N/A,1
28842,Catch the Bingo,6.15,N/A,2
28844,Hextris,6.06,N/A,8
28845,The Cultivation Game,4.75,N/A,4
28846,Magic Treasure and Sunshine Game,6.00,N/A,1
28847,Factors of Spice,6.00,N/A,1
28848,"One Bullet, One German: The Uprising and Battles East of Warsaw, Aug-Sept. 1944",5.83,N/A,3
28850,Memolette,N/A,N/A,N/A
28851,Bonsai Samurai,5.60,N/A,5
28852,Second World War at Sea: East of Suez,7.12,N/A,19
28853,Professor Noggin's Explorers,8.00,N/A,1
28854,Professor Noggin's History of the United States,6.00,N/A,4
28855,Liar's Poker,6.00,N/A,3
28856,Cornu,5.50,N/A,2
28858,Kra$h,4.89,N/A,9
28859,Akumulate,5.81,N/A,17
28862,Cashword,6.00,N/A,1
28863,The Addams Family,N/A,N/A,N/A
28864,Sieben Auf Einen Streich,5.00,N/A,3
28867,Das Perfekte Dinner,3.67,N/A,6
28868,Babylon 5: A Call to Arms Starter Set,7.27,N/A,11
28869,The Political Game,4.00,N/A,3
28870,Runebound: Rituals and Runes,7.42,5.903,235
28871,Runebound: Weapons of Legend,7.31,5.825,202
28872,Runebound: Traps and Terrors,7.21,5.865,245
28873,Runebound: Beasts and Bandits,7.33,5.826,193
28874,Runebound: The Cataclysm,7.38,5.849,205
28875,Runebound: The Seven Scions,7.05,5.772,195
28876,Battlefield Cribbage,7.25,N/A,4
28877,Die Blumenwichtel,4.50,N/A,2
28878,The Game of Love,N/A,N/A,N/A
28879,The Quest for Shangri-La,6.79,N/A,26
28880,Funny Domino,4.23,N/A,11
28881,Game as Ned Kelly,3.61,N/A,6
28882,The Virginian Game,N/A,N/A,N/A
28883,Burke's Law,N/A,N/A,N/A
28884,Mr. Novak Game,N/A,N/A,N/A
28885,Jetsons:  Rosey the Robot Game,5.00,N/A,1
28886,Knockout Boxing,N/A,N/A,N/A
28887,Hibiscus and Hurricane,7.10,N/A,5
28888,Barnyard Races,N/A,N/A,N/A
28889,My First Alphabet Game,4.33,N/A,3
28890,Kick Off,6.67,N/A,3
28891,Seigo,6.41,N/A,11
28892,Was darf's denn sein?,5.67,N/A,3
28893,Strawberry Shortcake Big Easy Game,N/A,N/A,N/A
28894,Concludo,N/A,N/A,N/A
28895,Engie Benjy Memory Game,N/A,N/A,N/A
28896,Age of Steam Expansion: The Netherlands,6.69,N/A,27
28897,L'Arbre de Mako,8.00,N/A,1
28898,Huzzah!,6.83,N/A,6
28899,Colonial,6.25,N/A,4
28900,Monte Castelo and Gothic Line,6.75,N/A,4
28901,Reading and Writing: The Toronto Research Game,N/A,N/A,N/A
28902,The Bodleian Game,4.00,N/A,1
28903,Jump Jet,N/A,N/A,N/A
28904,Island Trader,N/A,N/A,N/A
28906,Top 15,5.00,N/A,4
28908,Federation Commander: Graduation,7.60,N/A,10
28909,Spring Chicken,N/A,N/A,N/A
28910,Bible Blurt: The Card Game,3.21,N/A,6
28911,Proverbial Wisdom: Bible Edition,6.00,N/A,1
28912,Salvation Challenge Boardgame,N/A,N/A,N/A
28916,The Wind in the Willows Game,N/A,N/A,N/A
28917,Trader,N/A,N/A,N/A
28918,The Hill,N/A,N/A,N/A
28919,Squominos,5.00,N/A,1
28920,Wellington's War: The Peninsular Campaign 1809-1814,7.73,N/A,11
28921,WordBURST,N/A,N/A,N/A
28922,Limeys & Slimeys,N/A,N/A,N/A
28923,Hannibal: The War of the Kings,N/A,N/A,N/A
28924,Gold Medal,7.50,N/A,1
28925,Operation Fischfang Smashing the Allies at Anzio February 1944,7.50,N/A,2
28926,Blackjack Dice Game,4.50,N/A,2
28927,HeroZero,3.88,N/A,4
28928,Roller Chase,2.17,N/A,3
28929,"What's Cooking?: The Ultimate Party Game for Cooks, Foodies & Friends",5.67,N/A,3
28930,McDonald's McNugget Buddies Masquerade Ball Game,N/A,N/A,N/A
28931,Achi,4.37,N/A,15
28932,Trojano,N/A,N/A,N/A
28933,Plane Game,N/A,N/A,N/A
28935,An Evening of Murder: Last Call,6.00,N/A,1
28936,Whale Shogi,8.00,N/A,1
28937,Camp,N/A,N/A,N/A
28938,NanoBlanks,6.50,N/A,4
28939,Alpha Bet,N/A,N/A,N/A
28940,Largada de Campeões,6.00,N/A,1
28943,Build a Village,6.33,N/A,3
28945,Skylark,4.33,N/A,3
28946,Perpetual Commotion Silver & Gold Edition Cards,7.34,N/A,8
28947,Perpetual Commotion Black & White Edition Cards,7.44,N/A,8
28948,Quadfootball,N/A,N/A,N/A
28949,Anteel,6.67,N/A,3
28950,Spindow,N/A,N/A,N/A
28951,The Restless Gun Game,4.00,N/A,1
28952,La giostra dei draghi,N/A,N/A,N/A
28953,Solitaire plus Colourtaire,4.00,N/A,2
28954,Quiz Game,N/A,N/A,N/A
28955,Card Ball,5.00,N/A,1
28956,Pojedynek: Dynamiczna gra szlachecka,3.19,N/A,8
28957,Game of Butterflies,N/A,N/A,N/A
28958,The Red Ryder Target Game,N/A,N/A,N/A
28959,Toonerville Trolley Game,6.00,N/A,3
28960,La Mansión de los Fantasmas,7.16,N/A,13
28961,Warriors of the Dark Star: The Age of the Neutron Wars,N/A,N/A,N/A
28962,No Time For Sergeants,N/A,N/A,N/A
28963,Hopalong Cassidy Lasso Game,N/A,N/A,N/A
28964,The Man From U.N.C.L.E.: The Thrush Ray-Gun Affair,N/A,N/A,N/A
28965,Coast Guard in Action Shooting Gallery Game,N/A,N/A,N/A
28966,Roger Maris Action Baseball,N/A,N/A,N/A
28967,Captain Action Card Game,N/A,N/A,N/A
28968,Mafiopoly,N/A,N/A,N/A
28969,UNO: American Kennel Club,3.55,N/A,4
28970,Total Football,6.20,N/A,5
28971,Victory Over Communism,N/A,N/A,N/A
28972,Wordplay,2.10,N/A,1
28973,Take Stock,3.00,N/A,1
28974,Chav Master,4.94,N/A,2
28975,Slots,4.36,N/A,7
28976,Laurel and Hardy,N/A,N/A,N/A
28977,That Girl,N/A,N/A,N/A
28978,Gänse und Blümchen,N/A,N/A,N/A
28979,Horse-Racing Tycoon,N/A,N/A,N/A
28980,MotoCross Madness,N/A,N/A,N/A
28981,Karafe,2.50,N/A,1
28982,Little Grey Rabbit,3.00,N/A,5
28983,Nobunaga's Greatest Crisis,7.38,N/A,12
28984,Hot Slots,3.50,N/A,4
28985,Drip,5.20,N/A,22
28986,Lab Rats,6.20,N/A,5
28987,Bull in the China Shop,N/A,N/A,N/A
28988,The Math Game,N/A,N/A,N/A
28990,Greyhound Race,N/A,N/A,N/A
28991,Halloween Lies,N/A,N/A,N/A
28992,Under the Big Top,N/A,N/A,N/A
28993,"1650 more Questions & Answers for use with Trivial Pursuit: Set I, Group IV",3.00,N/A,1
28994,"1650 more Questions & Answers for use with Trivial Pursuit: Set I, Group III",3.50,N/A,2
28995,The World Almanac for Kids Game,N/A,N/A,N/A
28996,The Great Mosque Game,N/A,N/A,N/A
28997,The Hajj Fun Game,N/A,N/A,N/A
28998,Hadith Challenge Game,N/A,N/A,N/A
28999,Know Islam Know Peace Board Game,1.00,N/A,2
29000,Game of Knowledge: Spirit of Islam,1.00,N/A,1
29001,MENSA Challenge your IQ Pack,3.00,N/A,1
29002,Bolletjes (Veilig Verkeerspel),N/A,N/A,N/A
29003,"Wetten, dass..?",2.00,N/A,1
29004,Six Million Dollar Man,N/A,N/A,N/A
29005,Battue: The Walls of Tarsos,6.17,5.586,132
29006,Strongholds: Axe & Shield,5.00,N/A,1
29007,Strongholds: Ancient Rivals,5.00,N/A,1
29008,Mansuba: Challenge of the Pharaohs,N/A,N/A,N/A
29009,Starfighter: Academy,7.49,N/A,2
29011,Mensch ärgere Dich nicht: Das Kartenspiel,3.21,N/A,7
29012,Metropolis,6.93,N/A,21
29013,Rahala,5.00,N/A,1
29014,Great War at Sea: Zeppelins,6.76,5.540,35
29015,Gotham Pro League Basketball,N/A,N/A,N/A
29016,King Kong Game,N/A,N/A,N/A
29021,Wheeling,5.00,N/A,1
29022,Storm over the Taiwan Strait,6.67,N/A,3
29023,Invasão da Polônia,5.12,N/A,4
29024,Mission Antarctique,5.12,N/A,4
29025,I Dream Of Jeannie,2.50,N/A,2
29027,Start Your Engines!,4.00,N/A,1
29028,Cheese Please,4.50,N/A,4
29029,Clashes for the Ashes,4.00,N/A,2
29031,Subbuteo Squads,4.20,N/A,5
29032,Hanni & Nanni,3.67,N/A,3
29033,Take My Word,7.00,N/A,1
29034,Murder of a Millionaire,N/A,N/A,N/A
29035,Murder at the Juice Joint,N/A,N/A,N/A
29036,Murder at the Deadwood Saloon,N/A,N/A,N/A
29037,James D. Murder High School Reunion,2.00,N/A,1
29038,A Knight of Murder,5.00,N/A,1
29039,Till Death Do Us Part,N/A,N/A,N/A
29040,Murder in Sin City,N/A,N/A,N/A
29041,Killing for the Crown,N/A,N/A,N/A
29042,Murder in Margaritaland,N/A,N/A,N/A
29043,3:2...Sieg!,4.00,N/A,2
29044,GOAL Fussball-Schach,6.00,N/A,1
29045,Hattrick,5.75,N/A,4
29046,Monopoly: Library Edition,3.33,N/A,3
29048,Jetsons Out of This World Game,4.50,N/A,2
29049,Biddy Basketball,N/A,N/A,N/A
29050,Devine ce que je mime?,6.00,N/A,2
29051,The Best Quiz Night in the World,N/A,N/A,N/A
29053,Between the Boards Indoor Soccer,6.60,N/A,2
29054,Rose Petal Place,N/A,N/A,N/A
29055,Down in Flames: Locked-On,N/A,N/A,N/A
29056,Louise Mandrell's Country Music Trivia Game,N/A,N/A,N/A
29057,Code Monkey,5.08,N/A,6
29058,Super Mario Bros. GuraGura Game,4.67,N/A,3
29059,The End is Near,7.50,N/A,3
29060,Phantoms,7.00,N/A,2
29061,Mig Alley,6.00,N/A,1
29062,Match of the Day Electronic Trivia Game,N/A,N/A,N/A
29063,Le compte est bon!,5.67,N/A,3
29064,King David: Miniature Battles in the Old Testament Period,N/A,N/A,N/A
29065,Raumapeli,N/A,N/A,N/A
29067,JAMES BOND 007 Agenttipeli,3.50,N/A,10
29068,Rek,4.00,N/A,2
29069,Shoot Out,N/A,N/A,N/A
29070,Symbolix,N/A,N/A,N/A
29071,Bootlegger,N/A,N/A,N/A
29072,Advertentiespel,4.85,N/A,17
29074,Short Circuit: The Computer Energy Game,4.33,N/A,3
29075,Peacock Game,3.00,N/A,1
29076,Merry-Go-Round,N/A,N/A,N/A
29077,Bay City Rollers On Tour,3.00,N/A,1
29079,Lion Squad,4.50,N/A,2
29081,L'exposition doit continuer!,N/A,N/A,N/A
29082,Man Versus Nature (And some Guns),N/A,N/A,N/A
29083,English Soccer Manager: Two Page Wars,4.90,N/A,5
29084,Air Traffic Controller,6.06,N/A,8
29085,Economic Gears,N/A,N/A,N/A
29086,Last one Left,N/A,N/A,N/A
29087,MIP #17: The Lost Fantasy Game,5.00,N/A,1
29088,Cloudships & Gunboats,6.59,N/A,16
29089,Labirinto de Creta,6.00,N/A,1
29091,Whatchamacallit Word Game,N/A,N/A,N/A
29092,Picco Camillo,6.00,N/A,6
29093,Een Reis Door Nederland,4.42,N/A,5
29094,Würfel Kick,N/A,N/A,N/A
29095,BattleLore: Dwarven Battalion Specialist Pack,7.42,6.207,509
29097,Subbuteo Free Kick,N/A,N/A,N/A
29098,Political Capital: The Economist board game,N/A,N/A,N/A
29100,Milwaukee in a Box,5.23,N/A,3
29101,Succession,4.00,N/A,1
29102,Battle of Vimeiro,N/A,N/A,N/A
29103,Space Squads,N/A,N/A,N/A
29104,"Wicked Narrows: Rome's Disaster at Kalkreis, Sept 9, 2 A.D.",3.00,N/A,1
29105,Royal Battles,N/A,N/A,N/A
29108,Johnny and the Toe-Sap Fungus,N/A,N/A,N/A
29110,Poldi's Fussball Spiel,N/A,N/A,N/A
29111,Nya Företagspelet Kapital,4.83,N/A,6
29112,Pökaspelet med Ronny & Ragge,2.50,N/A,3
29113,Sport Dice: Golf,2.00,N/A,1
29114,Sport Dice: Tennis,N/A,N/A,N/A
29115,Sport Dice: Soccer,N/A,N/A,N/A
29116,Sport Dice: Cricket,6.00,N/A,1
29117,Sherpa,4.48,N/A,29
29120,Later Mater!,3.33,N/A,3
29121,The Junk Yard Game,5.44,N/A,8
29122,Auf Dem Lande,5.67,N/A,6
29123,The Rottnest Island Game,N/A,N/A,N/A
29124,Eye-Cons,N/A,N/A,N/A
29125,Elections The Race to the White House,3.67,N/A,3
29127,Unauthorized Dr. Who CCG,6.22,N/A,9
29128,100 Years War,6.33,N/A,3
29129,Canal Boat Race,4.00,N/A,1
29130,Zero Zero,4.00,N/A,4
29132,Monopoly: Turkish or Istanbul,4.80,N/A,5
29133,Jackson's Foot Cavalry,8.00,N/A,1
29134,Hold The Line: The Mexican-American War Expansion Set,N/A,N/A,N/A
29135,A.K.A.,4.00,N/A,1
29136,Djungle,N/A,N/A,N/A
29137,Maya & Miguel Piñata Party Card Game,N/A,N/A,N/A
29138,Katamino Duo,5.91,N/A,16
29139,Lingo,4.15,N/A,10
29141,Tip,N/A,N/A,N/A
29143,Blue Dragon RPCG,5.42,N/A,6
29144,City Game: El Juego de las 20 Ciudades Olímpicas,N/A,N/A,N/A
29145,Quick Checkers,3.00,N/A,1
29147,Brocante,6.00,N/A,1
29148,Sherlock Holmes,4.51,N/A,7
29149,Britain's Brainiest,N/A,N/A,N/A
29150,Thrice,3.00,N/A,1
29151,Treasure Quest,7.28,N/A,9
29152,Yggdrasil,4.00,N/A,2
29153,"We Dunit, New Black History",N/A,N/A,N/A
29154,All American Handicap,N/A,N/A,N/A
29155,WABC-TV's Media Careers,N/A,N/A,N/A
29156,Music #1,4.00,N/A,2
29157,Pennant Drive,N/A,N/A,N/A
29158,3 Point Landing,N/A,N/A,N/A
29159,Bengalee: The Game of the East,N/A,N/A,N/A
29160,Happy Horse,N/A,N/A,N/A
29161,Airderby,N/A,N/A,N/A
29162,Siege,5.50,N/A,2
29163,Mighty Mouse Spin Targets Game,6.00,N/A,1
29164,"Political Influence, An American Tradition",N/A,N/A,N/A
29165,Questionable Integrity,N/A,N/A,N/A
29166,"All About Cumberland, Maryland",N/A,N/A,N/A
29167,All About Minneapolis,N/A,N/A,N/A
29168,Baseball,3.00,N/A,1
29169,Big Chief,N/A,N/A,N/A
29170,Emmett Kelly's Circus Game,N/A,N/A,N/A
29171,Football,1.00,N/A,2
29172,Jace Pearson's Tales of the Texas Rangers,N/A,N/A,N/A
29173,Peter Rabbit Rummy,5.00,N/A,1
29174,The Game of Pirate Gold,5.00,N/A,1
29175,Pot O'Gold,N/A,N/A,N/A
29176,Pro Locker Basketball,N/A,N/A,N/A
29177,Round Up,N/A,N/A,N/A
29178,Spaceship,N/A,N/A,N/A
29179,Space Mouse,N/A,N/A,N/A
29180,Spot-A-Plate,N/A,N/A,N/A
29181,Sweeps,N/A,N/A,N/A
29182,Woody Woodpecker,N/A,N/A,N/A
29183,"Car 54, Where are You?",7.00,N/A,1
29184,Highway Traffic Game,N/A,N/A,N/A
29185,"Ords, The Odyssey in the 21st Century",N/A,N/A,N/A
29186,Chap Acquitted,N/A,N/A,N/A
29187,Astro World Game,N/A,N/A,N/A
29188,Popularity Lottery,N/A,N/A,N/A
29190,Maloney's Pub,N/A,N/A,N/A
29191,Thrift: A Banking Game,6.00,N/A,1
29192,The Time Machine,6.00,N/A,2
29193,Rocket Patrol Magnet Target Game,N/A,N/A,N/A
29194,Radaronics,N/A,N/A,N/A
29195,Treasure Hunt,N/A,N/A,N/A
29196,Bratz Head Gamez,N/A,N/A,N/A
29197,Let My People Go!,N/A,N/A,N/A
29201,Sherlock Holmes:  A Game of Deduction and Suspense,5.58,N/A,6
29202,19th Green,N/A,N/A,N/A
29203,Easy Cheesy,N/A,N/A,N/A
29204,The Game of Ocean,N/A,N/A,N/A
29205,Meet Me at the Mall,2.00,N/A,2
29206,National Gallery Artist's Card Game,4.67,N/A,3
29207,The Haunting House 4: They Don't Build 'Em Like They Used To,6.05,5.525,57
29209,Zombie Chow-Down,2.33,N/A,3
29211,Numbers League: Infinity Level Expansion Deck,6.36,5.540,41
29212,Screw the I.R.S.,N/A,N/A,N/A
29213,League Leader Rugby,N/A,N/A,N/A
29214,League Leader Soccer,N/A,N/A,N/A
29215,Hot Stove Pack 2,7.37,N/A,9
29216,League Leader Gaelic Football,3.00,N/A,1
29217,CAGE's Open Invitation Golf Classic,N/A,N/A,N/A
29218,Princeps Machiavelli,6.00,N/A,11
29219,The Ultimate Football Quiz Kit,N/A,N/A,N/A
29220,The Ultimate Family Quiz Kit,N/A,N/A,N/A
29221,The Ultimate Movie Quiz Kit,N/A,N/A,N/A
29222,The Ultimate Rock and Pop Quiz Kit,N/A,N/A,N/A
29224,Operación Barbarroja,4.20,N/A,11
29225,Vietnam,5.23,N/A,11
29226,El Zorro del Desierto,5.77,N/A,23
29227,Camino de la Gloria,5.01,N/A,19
29228,Caballeros del Aire: El Barón Rojo,5.66,N/A,20
29229,It's a Pharaohs Life,4.32,N/A,11
29230,El Submarino,4.29,N/A,12
29231,Time Factor,N/A,N/A,N/A
29233,Darkness and Glory,N/A,N/A,N/A
29234,Shatar,6.90,N/A,5
29235,Ask Me Another!,5.00,N/A,1
29236,Winnetou,6.00,N/A,10
29238,Monopoly: FedEx,3.25,N/A,4
29239,Crusader Historical Miniature Rules,6.60,N/A,5
29240,Phoenix Horizons,N/A,N/A,N/A
29241,Die Belagerung von Laxia,5.00,N/A,1
29242,Yellow Ribbon,7.50,N/A,2
29244,Tombstone,3.00,N/A,1
29246,The Junior Police Five Game,3.00,N/A,1
29247,Trivial Pursuit: World Football – Bite-Size,5.30,N/A,5
29248,Esploriamo il Sistema Solare,5.00,N/A,1
29249,Super Sale,2.00,N/A,1
29250,Mike Read's Pop Quiz Game,3.69,N/A,8
29251,Super Series Baseball,1.00,N/A,1
29252,Star Fleet Battles: Omega Master Rulebook,7.29,N/A,7
29253,Kunst & Kennis Spel: The Art & Expertise Game of the Rijksmuseum,5.00,N/A,3
29254,Quiz & Lode,N/A,N/A,N/A
29255,Opplev Norge-spillet,4.00,N/A,1
29257,Field of Honour,N/A,N/A,N/A
29258,El Último Puente,6.47,N/A,22
29260,Burgfried,4.80,N/A,5
29261,¿Quién está ahi?,N/A,N/A,N/A
29262,La Bataille de Deutsch-Wagram,7.95,N/A,22
29263,CSI: The Board Game – Encore Edition,3.99,N/A,19
29264,Mage Wars: Call to Arms,1.00,N/A,2
29267,Party & Co: Girls,4.75,N/A,2
29268,Party & Co: Junior,5.00,N/A,20
29270,Heroes for Hire,N/A,N/A,N/A
